`,holderstaffflag,policyriskcommencementdate,policytechnicalid_m,holdertechnicalid_m,contactcity_m,contactareatype_m,policy_annualized_premium,contactpostcode_m,policybenefitterm,policynumber_m,agentownlifeflag,channeltype_m,contactstate_m,banktechnicalid_m,channeltechnicalid_m,serviceregionnameops_m,edc,requirementnonmedicalflag,underwritingdecisionstatus_m,policytype_m,productplan,um_bdm_code_m,premiumpaymentfrequency_m,servicebranchops_m,policytypesub_m,policy_sum_assured,hniflag,underwritingexpressflag,vedc,productid_m,requirementmedicalflag,nomineerelation_m,holdermaritalstatus,holdereducation,holdercountry_m,beneficiaryrelation_m,lifeassuredrelation_m,lifeassuredgender_m,natureofduties,holdernationalite,holderqualification,gogreenflag,preferredlanguage_m,holder_annual_income,panverified,holderoccupation,premiumpaymentfrequency
4783,No,4/2/21,544e7a12fc,36aab8b6f1,ea2314,58,100000,799556,10,09cefcaf2c,N,e62e,b78361,e6b3ad,91311a30f7,f7b0,0,1,edce,c4e8,Series 2,5619920,d4cd,79a06f,c4e8,0,N,0,0,2734,0,3d,Married,Graduate,INDIA,a9,a9,aa,IFFCO RETIRED,,Graduate,N,HINDI,600000,N,Retired,Yearly
4784,No,2/2/21,dbd9f10d43,5c6f371546,,2483,12214.78,178288,15,b68df218bb,N,f3e3,b629fd,f42b8a,62f97da57e,b629,0,0,a48c,2ed4,Whole Life Plan - Series 4,5,d4cd,a4bbee,ef0c,150000,N,0,0,1bb6,0,,Married,School (upto 10th),INDIA,a9,a9,9c,SELF-EMPLOYED,,SSC,N,TELGU,240000,N,Self-Employed,Yearly
4785,No,4/2/21,2cf8168f99,68ac9c09d3,36cbed,58,5000,749559,10,c544ae425c,N,331f,b78361,7e495a,2f25819a01,f7b0,0,1,a48c,2ed4,Series 2,,d4cd,e869d5,5743,325000,N,0,0,b68b,0,1b,Married,Graduate,INDIA,a9,a9,9c,GOVT TEACHER,,Graduate,N,HINDI,720000,N,Service,Yearly
4786,No,3/2/21,35af53cc30,7fcc762c5b,495954,58,10384.08,172228,15,ab3e5558db,N,331f,b629fd,7e495a,ce219ad1e4,b629,0,1,edce,803,Series 3,5614598,124d,4f2376,803,100000,N,0,0,5876,0,1f,Married,Intermediate (10+2),INDIA,a9,a9,aa,TIMBERMAN,,HSC,N,TELGU,240000,N,Self-Employed,Quarterly
4787,No,5/2/21,dd44d9a789,df8a03c145,a1b26e,58,30000,894597,10,27a0ebf8ea,N,b581,c0a4a4,7e495a,d112bc9aae,0ff1,0,1,edce,c4e8,Plan B - Series 3,5,37bf,c5f8bb,c4e8,300000,N,0,0,23cb,0,1f,Married,Graduate,INDIA,a9,a9,aa,PROFESSIONAL SALES OFFICER,,Graduate,N,ENGLISH,350000,N,Service,Monthly
4788,No,4/2/21,0686337c26,26c38a2409,6e40dc,58,150000,739759,10,f339e3798a,N,e62e,b78361,5b8031,1e1bb8fe79,f7b0,0,0,a48c,c4e8,Plan Gold Cover - Series 3,9912405,d4cd,189fac,c4e8,1500000,N,0,0,2a44,0,3d,Married,PG / Professional,INDIA,a9,a9,9c,TEACHER,,Post Graduate,N,HINDI,540000,N,Service,Yearly
4789,No,4/2/21,afe3d4b742,4bac38ed72,7c4e39,2483,50000,202585,30,37060e98d0,N,331f,766048,7e495a,1aaa72452c,047e,0,1,edce,c4e8,Series 2,5308966,d4cd,a8dbd1,,500000,N,0,0,efc5,1,,Married,Intermediate (10+2),INDIA,a9,a9,aa,OWNER,,HSC,N,GUJARATI,400000,N,Business,Yearly
4790,No,23/2/21,54ae85090f,bdda659648,3fe210,2483,25000,292229,10,8220bc5912,N,e62e,f114ce,bb3f97,3987f370e2,eca2,0,1,a48c,c4e8,Plan T - Series 2,5680883,d4cd,9dc9f7,c4e8,250000,N,0,0,e548,0,c7,Married,Intermediate (10+2),INDIA,a9,a9,9c,HOUSEWIFE,,HSC,N,HINDI,245000,N,Housewife,Yearly
4791,No,3/2/21,1675060a25,5754dbcce4,380b6f,58,28159.66,191759,10,50fab36235,N,e62e,b629fd,21d2f2,c36b5da680,b629,0,1,a48c,2ed4,Series 2,9771034,d4cd,21afb2,5743,1200000,N,0,0,81db,0,1f,Married,Graduate,INDIA,a9,a9,aa,SCHOOL ASSISTENT,,Graduate,N,TELGU,720000,N,Service,Yearly
4792,No,2/2/21,d180e9f76e,03d5e1eace,86c8be,58,28946.98,179923,10,9210d06ddb,N,e62e,b629fd,cd4578,e4e3d658f6,b629,0,1,a48c,2ed4,Series 2,5313414,d4cd,2864ab,5743,1900000,N,0,0,81db,0,1b,Married,Graduate,INDIA,a9,a9,9c,SCHOOL ASSISTANT,,Graduate,N,TELGU,720000,N,Service,Yearly
4793,No,3/2/21,901051f667,8b8839cfd9,ff304c,58,51125,734258,12,fdbf103401,N,e62e,b78361,847e5d,d94a4ac78a,f7b0,0,1,a48c,2ed4,Series 3,9703138,d4cd,3103b7,803,315000,N,0,0,56ca,0,1b,Married,Intermediate (10+2),INDIA,a9,a9,9c,AGRICULTURIST,,HSC,N,HINDI,285000,N,Agriculturist,Yearly
4794,No,26/2/21,41f7be9fdf,3b94534ec4,c8c19b,58,25000,201593,15,c09fd7376e,N,331f,766048,7e495a,eb6918ba54,047e,0,1,edce,c4e8,Series 3,5925598,d4cd,920b37,c4e8,250000,N,0,0,d2a9,0,3d,Married,Graduate,INDIA,a9,a9,aa,OWNER,,Graduate,N,ENGLISH,600000,N,Business,Yearly
4795,No,3/2/21,9e8736da85,6d24049dfb,1b34ba,58,200000,252252,12,aebee7704e,N,e62e,f114ce,115f2e,d5467131cf,eca2,0,0,edce,c4e8,Series 2,5007008,d4cd,f7f79e,c4e8,2000000,N,0,0,efc5,0,1f,Married,PG / Professional,INDIA,a9,a9,aa,AASITANT MANAGER,,Post Graduate,N,HINDI,720000,N,Service,Yearly
4796,No,4/2/21,ff6310994e,94d8854a1a,495954,2483,165113.3,172735,20,63623656f6,N,331f,b629fd,7e495a,818ea1007c,b629,0,1,edce,2ed4,Series 3,5168352,d4cd,4f2376,66c3,1000000,Y,0,0,a7d8,0,fc,Married,School (upto 10th),INDIA,a9,a9,aa,KIRANASHOP OWNER,,SSC,N,TELGU,480000,N,Business,Yearly
4797,No,16/2/21,60fb940e8b,cfbda16769,54dd3e,58,12921,895151,28,475d8692fd,N,a3d7,c0a4a4,7e495a,1ace0f1ae4,0ff1,0,1,edce,2ed4,Level Cover - Series 4,5,d4cd,c5f8bb,5743,10000000,N,0,0,3.20E+07,1,12,Married,PG / Professional,INDIA,a9,a9,aa,BLOOD TESTING LAB,,Post Graduate,N,ENGLISH,550000,N,Self-Employed,Yearly
4798,No,9/2/21,213f022ad6,59f99ebbee,184985,58,200000,267281,15,e91569de9b,N,331f,766048,7e495a,f4b1da5da4,047e,0,1,edce,c4e8,Series 2,5492092,d4cd,3a0abc,c4e8,0,N,0,0,2734,0,1f,Married,Graduate,INDIA,a9,a9,aa,SELF-EMPLOYED,,Graduate,N,GUJARATI,960000,N,Self-Employed,Yearly
4799,No,16/2/21,550ffc7c19,e162b289c1,b0ea0e,58,47798.86,177459,34,5543469678,N,331f,b629fd,7e495a,5519ea3bc1,b629,0,1,edce,2ed4,Level Term Assurance - Series 6,5043050,d4cd,586144,5743,10000000,N,0,0,8fe6,1,1f,Married,Graduate,INDIA,a9,a9,aa,CLOUD OPS ENGINEER ANALYST,,Engineer,N,TELGU,800000,N,Profession,Yearly
4800,No,4/2/21,f0b50e59b5,4cd616d86b,dbc0e5,58,100000,196245,28,7022d9fd44,N,331f,b629fd,7e495a,97ea9ccaa2,b629,0,1,edce,c4e8,Series 2,5450515,d4cd,ea0a21,c4e8,1000000,N,0,0,efc5,0,1f,Married,Graduate,INDIA,,a9,aa,PROPRIETOR,,Graduate,N,TELGU,500000,N,Business,Yearly
4801,No,4/2/21,49d1f95352,b458982785,22d6e8,58,33660.7,277758,10,fe0d7ff464,N,e62e,f114ce,93f9f9,e556f9f184,eca2,0,1,edce,2ed4,Series 2,9924686,d4cd,f7f79e,5743,500000,N,0,0,81db,0,1f,Married,Graduate,INDIA,a9,a9,aa,GOVT SCHOOL TEACHER,,Graduate,N,ENGLISH,816000,N,Service,Yearly
4802,No,3/2/21,a02689c8a2,161f59c2de,ff1e35,2483,51125,254158,12,495ef091cf,N,e62e,f114ce,41ebf2,95fb49533e,eca2,0,1,a48c,2ed4,Series 3,5384307,d4cd,9709ef,803,315000,N,0,0,56ca,0,1f,Married,Intermediate (10+2),INDIA,a9,a9,aa,AGRICULTURIST,,HSC,N,HINDI,360000,N,Agriculturist,Yearly
4803,No,2/2/21,72dd5734c8,40cb0683df,5de9d9,2483,49900,722251,12,2a8a73bbb6,N,331f,b78361,7e495a,48b212c6a5,f7b0,0,1,edce,c4e8,Series 2,5142943,d4cd,906705,,499000,N,0,0,efc5,0,1b,Married,Intermediate (10+2),INDIA,a9,a9,9c,BEAUTY PARLOUR OWNER,,HSC,N,HINDI,300000,N,Business,Yearly
4804,No,2/2/21,474b9d9c28,23580399dd,2f8b93,58,50000,859959,16,15efe435f7,N,e62e,c0a4a4,8c7fe8,1fdc5dd260,0ff1,0,0,a48c,c4e8,Series 3,9708761,d4cd,c70f9c,c4e8,500000,N,0,0,d2a9,0,c7,Married,Intermediate (10+2),INDIA,a9,a9,aa,TRADING,,HSC,N,ENGLISH,1500000,N,Business,Yearly
4805,No,16/2/21,a4ee3152b5,b16d3b3b40,d6590d,58,50000,205599,30,0c9af25870,Y,331f,766048,7e495a,d9ff3b551c,047e,0,1,edce,c4e8,Series 2,9706887,d4cd,780d8a,c4e8,500000,Y,0,0,efc5,0,46,Single,Graduate,INDIA,a9,a9,9c,ADMINISTRATION OFFICER,,Graduate,N,ENGLISH,300000,N,Service,Yearly
4806,No,5/2/21,d1aa91be55,47946676f1,4fa0e6,58,50000,895754,12,61c1218e12,N,e62e,c0a4a4,eee60c,a28038f64c,0ff1,0,0,a48c,c4e8,Series 2,5394994,d4cd,1.16E+65,c4e8,500000,N,0,0,efc5,0,1f,Married,Graduate,INDIA,a9,a9,aa,JINENDRA KARVE FITNESS STOUDO,,Graduate,N,ENGLISH,350000,N,Business,Yearly
4807,,4/2/21,3d6d8cca53,3b95eb5a3c,c20544,58,200000,257572,10,a5b682393a,N,e62e,f114ce,76f1e3,2082785c18,eca2,0,1,a48c,c4e8,Series 2,9940899,d4cd,f6e22c,c4e8,0,N,,0,2734,0,fc,Married,Graduate,INDIA,a9,a9,9c,RETIRED,,Graduate,N,ENGLISH,1000000,N,Retired,Yearly
4808,No,3/2/21,84079d9c83,6b61bc91fc,184985,58,21947.96,265518,10,1181b04590,N,e62e,766048,43d6b1,21251c17c6,047e,0,0,edce,2ed4,Series 2,9544146,d4cd,cf21a5,5743,500000,N,0,0,81db,0,,Married,Intermediate (10+2),INDIA,a9,a9,9c,SAFAI KAMDAR,,HSC,N,GUJARATI,600000,N,Service,Yearly
4809,No,4/2/21,0bc07641c5,6bbd1d8b92,c268e0,58,50000,278557,12,9f5d52a7f6,N,e62e,f114ce,ca214e,e93c0b222e,eca2,0,1,edce,c4e8,Series 2,5183838,d4cd,c055e1,c4e8,500000,N,0,0,efc5,0,c7,widowed,School (upto 10th),INDIA,a9,a9,9c,SWEEPER,,Below SSC,N,HINDI,353580,N,Service,Yearly
4810,No,2/2/21,864c62eca5,1e304d6b34,f363fd,2483,5000,193856,10,20177eaff6,N,f3e3,b629fd,9bcbd5,62f97da57e,b629,0,0,a48c,2ed4,Series 2,5,d4cd,a4bbee,5743,325000,N,0,0,b68b,0,12,Married,School (upto 10th),INDIA,a9,a9,9c,,,SSC,N,TELGU,240000,N,Agriculturist,Yearly
4811,No,2/2/21,59b30c0b97,f58de78c9a,609677,2483,30000,841402,12,87054df27e,N,e62e,aedf2f,effafd,2a0b287b2d,c586,0,1,edce,c4e8,Series 2,9292851,d4cd,b363b3,c4e8,300000,N,0,0,efc5,0,1f,Married,PG / Professional,INDIA,a9,a9,,TEACHER,,Post Graduate,N,HINDI,600000,N,Service,Yearly
4812,No,2/2/21,680bb6f440,d339a5aef1,8f0568,2483,1500,771891,15,f0c32ddb61,N,331f,b78361,7e495a,ce9a59064a,f7b0,0,1,a48c,2ed4,Series 2,92986919,d4cd,82a624,5743,16500,N,0,0,b68b,0,3d,Married,School (upto 10th),INDIA,a9,a9,9c,,,SSC,N,HINDI,300000,N,Business,Yearly
4813,No,12/2/21,5e7f3c0959,7dd01ffdd8,1.12E+32,2483,150000,802776,10,9837d2e8ad,N,e62e,acb844,447395,0c514f286a,c586,0,1,edce,c4e8,Plan Gold Cover - Series 3,5031023,d4cd,4a3ec2,c4e8,1500000,N,0,0,2a44,0,42,Single,Graduate,INDIA,a9,a9,9c,NURSE,,Graduate,N,HINDI,600000,N,Service,Yearly
4814,No,3/2/21,53eefa93c5,6188ccf7bf,6e40dc,2483,17054.32,739453,15,97b72886a9,N,331f,b78361,7e495a,038c87895c,f7b0,0,1,edce,803,Series 3,5002688,bf55,ae2425,803,43750,N,0,0,5876,0,46,Single,School (upto 10th),INDIA,a9,a9,aa,RAJ GIRI WORK,,SSC,N,HINDI,3600000,N,Business,Half yearly
4815,No,3/2/21,395abf85b6,3cd67cc76a,f363fd,2483,100000,193189,10,caa64ab3f1,N,e62e,b629fd,858c84,30a4706e92,b629,0,1,edce,c4e8,Series 2,5017964,d4cd,a4bbee,c4e8,0,N,0,0,2734,0,3d,widowed,Graduate,INDIA,a9,a9,9c,RETIRED,,Graduate,N,TELGU,720000,N,Retired,Yearly
4816,No,16/2/21,20865c427e,06d7f76afe,d6590d,2483,38702.64,209911,10,111f5327e5,N,e62e,766048,5e97e3,57aad19ce9,047e,0,1,5fd3,2ed4,Series 2,9589943,d4cd,a4a2d6,5743,550000,N,0,0,81db,0,fc,Married,Graduate,INDIA,a9,a9,9c,NURSE,2,Graduate,N,GUJARATI,720000,N,Service,Yearly
4817,No,8/2/21,a1ece5c74f,84ff77f64b,b4d64c,2483,50000,832001,12,642f098865,N,e62e,aedf2f,86f73a,e0cc10b1da,c586,0,1,edce,c4e8,Series 2,5339812,d4cd,0ad84d,c4e8,500000,N,0,0,efc5,0,1f,Married,Graduate,INDIA,a9,a9,aa,SAHAYAK,,Graduate,N,HINDI,360000,N,Service,Yearly
4818,No,4/2/21,e70820ed2b,2213e877ea,f574a1,58,15302.22,752915,16,39193a8055,N,e62e,b78361,3d4868,86016f1e3d,f7b0,0,0,edce,803,Series 3,5064694,d4cd,189fac,803,110000,N,0,0,5876,0,12,Single,Graduate,INDIA,a9,a9,aa,CONSTABLE,,Graduate,N,HINDI,336000,N,Service,Yearly
4819,No,4/2/21,0f4a5e541f,f8507f0bbe,debb51,58,17981.68,801445,10,1ce6a22dea,N,e62e,acb844,8a0701,2cd4109815,c586,0,0,a48c,2ed4,Series 2,5691482,d4cd,2df4bf,5743,600000,N,0,0,81db,0,1b,Married,Graduate,INDIA,a9,a9,9c,TEACHER,,Graduate,N,HINDI,600000,N,Service,Yearly
4820,No,5/2/21,2e5333bf49,65923df3bb,2f8b93,,51125,859258,15,13d549bafc,N,e62e,c0a4a4,348544,37e9105471,0ff1,0,1,a48c,2ed4,Series 3,9920095,d4cd,c70f9c,803,385000,N,0,0,56ca,0,1b,Married,Graduate,INDIA,a9,a9,9c,INSPECTION OFFICER,,Graduate,N,ENGLISH,500000,N,Service,Yearly
4821,No,3/2/21,39b80d46eb,c755a28c99,972b01,58,50000,125577,20,68201ac838,,331f,b629fd,7e495a,54e54bc7dc,b629,0,1,a48c,c4e8,Series 2,5136003,d4cd,43af98,c4e8,500000,N,0,0,efc5,0,12,Single,,INDIA,a9,a9,aa,ASST. EXCUTIVE ENGINEER,,Post Graduate/Professional,N,TELGU,960000,N,Service,Yearly
4822,No,8/2/21,9dea30db5f,f8136c66fd,c8c19b,58,99900,201553,,041c5366d1,N,e62e,766048,2.60E+91,590b98cfcd,047e,0,1,a48c,c4e8,Series 2,9749459,d4cd,920b37,c4e8,0,N,0,0,2734,0,1f,Married,Graduate,INDIA,a9,a9,aa,OWNER,,Graduate,N,ENGLISH,540000,N,Business,Yearly
4823,No,11/2/21,c463672776,680e563db0,4b1c49,58,100000,778559,12,4bd2fce91a,N,e62e,b78361,ba5709,d355b90d89,f7b0,0,1,edce,c4e8,Series 2,5339891,d4cd,88af36,c4e8,1000000,N,0,0,efc5,0,1b,Married,PG / Professional,INDIA,a9,a9,9c,ASSISTANT TEACHER,,Post Graduate,N,ENGLISH,816000,N,Service,Yearly
4824,No,23/2/21,b8e046cb35,cf96274736,ea2314,58,102250,799599,12,e39785b094,N,e62e,b78361,cd7529,0f2125ad0b,f7b0,0,1,a48c,2ed4,Series 3,9762824,d4cd,79a06f,803,630000,N,0,0,56ca,0,1b,Married,Graduate,INDIA,a9,a9,9c,PARTNER,,Graduate,N,HINDI,540000,N,Self-Employed,Yearly
4825,No,9/2/21,e1b243f57b,add68a206e,3fc0a0,,150000,287452,10,6dff4aa189,N,e62e,f114ce,2fb3d2,13b1781d06,eca2,0,1,a48c,c4e8,Series 2,5476823,d4cd,9709ef,c4e8,0,N,,0,2734,0,1f,Married,Graduate,INDIA,a9,a9,aa,DEFENCE RETIRED,,Graduate,N,ENGLISH,540000,N,Defense Retired,Yearly
4826,No,4/2/21,2e0bf63eb5,64da38c4ca,324b21,58,19815.84,122726,15,53ca214ea9,N,e62e,b629fd,0ecb51,7f24308cc3,b629,0,0,a48c,2ed4,Series 3,5180976,d4cd,d37e51,66c3,220000,N,0,0,7d8e,0,fc,Married,Graduate,INDIA,a9,a9,aa,CONSTABLE,,Graduate,N,TELGU,480000,N,Service,Yearly
4827,,22/2/21,44559fe108,11ff37392f,4ca870,58,12936.76,835432,20,983625ed62,N,331f,aedf2f,7e495a,1195673786,c586,0,1,edce,2ed4,Series 3,9959974,bf55,7bb7bf,66c3,23529.41,N,0,0,f6f8,0,c7,Married,Intermediate (10+2),INDIA,a9,a9,aa,SELF-EMPLOYED,,HSC,N,HINDI,240000,N,Self-Employed,Half yearly
4828,No,25/2/21,3b588dbc26,896f8fe006,fdb85c,2483,20863.18,979559,20,935a4427d9,N,331f,d41d84,7e495a,81cce70df5,f7b0,0,1,edce,2ed4,Endowment Plan - Series 4,5180129,bf55,,803,400000,N,0,0,1bb6,0,46,Single,Graduate,INDIA,a9,a9,aa,SUPERVISOR IN PRIVATE COMPANY,,Graduate,N,HINDI,360000,N,Service,Half yearly
4829,No,8/2/21,448386499b,d0fd76c56e,c20544,58,5000,257570,10,7481d79f73,N,331f,f114ce,7e495a,c49a6cd41f,eca2,0,1,a48c,2ed4,Series 2,97661208,d4cd,f6e22c,5743,400000,N,0,0,b68b,0,46,Single,PG / Professional,INDIA,a9,a9,9c,,,Post Graduate,N,ENGLISH,480000,N,Service,Yearly
4830,No,5/2/21,914c061653,d2f2dffca5,5b58d5,58,125000,248545,10,c6b8136f94,N,e62e,766048,e0a54c,bddb85d858,047e,0,0,a48c,c4e8,Series 3,5353517,738a,81c842,c4e8,156250,N,0,0,4caa,0,1f,Married,Intermediate (10+2),INDIA,a9,a9,aa,PROPRITOR,,HSC,N,GUJARATI,360000,N,Business,Single
4831,No,5/2/21,b33f413d40,3d908b8b37,b1013f,2483,25243.48,121974,10,edc6623f38,N,e62e,b629fd,2ed0a1,450479ad3c,b629,0,,5fd3,2ed4,Series 2,9732838,d4cd,40840d,5743,1600000,N,0,0,81db,0,1f,Married,Intermediate (10+2),INDIA,a9,a9,aa,CONSTABLE,,HSC,N,TELGU,360000,N,CRPF,Yearly
4832,No,11/2/21,c1f51165a2,36b57f2564,2f8b93,58,117587.5,855458,15,01605eeba2,N,f3e3,c0a4a4,ce2ee1,229e95ed67,0ff1,0,1,edce,2ed4,Series 3,5,d4cd,c5f8bb,803,885500,N,0,0,56ca,0,1f,Married,,INDIA,a9,a9,aa,PROPRIETOR,,10th Pass/SSC,N,ENGLISH,2600000,N,Business,Yearly
4833,No,5/2/21,6638a3b2cc,4fbbba59b7,3fe210,58,50000,251079,12,97788fbc14,N,e62e,f114ce,54e5dc,b44919f7a5,eca2,0,1,edce,c4e8,Series 2,9744704,d4cd,9dc9f7,c4e8,500000,N,0,0,efc5,0,fc,Married,Graduate,INDIA,a9,a9,9c,TEACHER,,Graduate,N,HINDI,540000,N,Service,Yearly
4834,No,5/2/21,6ce6a96b3d,f0f2fe8262,193508,58,7760.78,222529,10,5b33e03163,N,e62e,f114ce,d3d296,44d4d5cb77,eca2,0,0,edce,2ed4,,5184546,d4cd,f7f79e,5743,500000,N,0,0,81db,0,12,Single,Intermediate (10+2),INDIA,a9,a9,aa,SWEEPER,,HSC,N,HINDI,300000,N,Service,Yearly
4835,No,4/2/21,3e8b5c4421,2021a12ed4,29d6d1,2483,50000,732257,12,40ca75068e,N,e62e,b78361,b8a1ed,7cd8db77b7,,0,0,a48c,c4e8,Series 2,5001672,d4cd,aebe24,c4e8,500000,N,0,0,efc5,0,fc,Married,Graduate,INDIA,a9,a9,aa,TEACHER,,Graduate,N,HINDI,540000,N,Service,Yearly
4836,No,9/3/21,fb60307180,cd17c31952,31aeb0,58,16074.56,204279,36,0ab35a7310,N,331f,766048,7e495a,8d1ee6ea8b,047e,0,1,edce,2ed4,Level Term Assurance - Series 6,5118851,d4cd,3f9a23,5743,2500000,N,0,0,8fe6,1,1f,Married,Intermediate (10+2),INDIA,a9,a9,aa,AGRICULTURIST,,HSC,N,GUJARATI,700000,N,Business,Yearly
4837,No,5/2/21,e735ba841a,b3b1c2718f,4f1857,58,51125,738459,15,085b6c1ea2,N,e62e,b78361,508648,5e52415be2,f7b0,0,0,a48c,2ed4,Series 3,5458611,d4cd,aebe24,803,420000,N,0,0,56ca,0,1b,Married,Graduate,INDIA,a9,a9,9c,STAFF NURSE,,Graduate,N,HINDI,648000,N,Service,Yearly
4838,No,5/2/21,9041c8a807,05bbaaf502,b74cf5,2483,11713.76,779259,20,f8257bf192,N,331f,b78361,7e495a,2cac54bc2a,f7b0,0,0,a48c,2ed4,Series 3,93265569,d4cd,8bef14,66c3,200000,N,0,0,f6f8,0,c7,Married,Intermediate (10+2),INDIA,a9,a9,aa,SWEET SHOP,,HSC,N,HINDI,310000,N,Business,Yearly
4839,No,10/2/21,a8ffbaa664,64da2e2d1c,68467e,58,100000,204559,10,b66bd9d948,N,e62e,766048,318f07,897565cee9,047e,0,1,a48c,c4e8,Series 2,5008703,d4cd,54ccbf,c4e8,0,N,0,0,2734,0,3d,Married,Graduate,INDIA,a9,a9,9c,CONTROLLER OFFICE,,Graduate,N,GUJARATI,960000,N,Service,Yearly
4840,No,5/2/21,22a1b93afe,e17f1fed3b,ea61dd,2483,50000,861449,12,974fd5b61c,N,f3e3,aedf2f,2056c8,be32a8fd26,c586,0,0,edce,c4e8,Series 2,5,d4cd,0ad84d,c4e8,500000,N,0,0,efc5,0,fc,Married,Graduate,INDIA,a9,a9,aa,TEACHER,,Graduate,N,HINDI,480000,N,Service,Yearly
4841,No,5/2/21,e5802f7721,4da395b2cc,342f9b,58,175317.4,864449,56,744a06c226,N,45c9,aedf2f,7e495a,cd76cfe44e,c586,0,0,edce,aaac,Series 15,5,738a,0ad84d,aaac,0,N,0,0,f92e,0,1f,Married,Uneducated,INDIA,a9,a9,aa,,,(None),N,ENGLISH,0,N,,Single
4842,No,3/2/21,de10c85213,f9603fa708,debb51,58,50000,801554,12,f26c57204f,N,331f,acb844,7e495a,eac7b7975e,c586,0,1,edce,c4e8,Series 2,5420738,d4cd,e0a7b6,c4e8,500000,N,0,0,efc5,0,1f,Married,PG / Professional,INDIA,a9,a9,aa,AUDITOR,,Post Graduate,N,HINDI,660000,N,Service,Yearly
4843,No,3/2/21,701e299a21,d51fefd5e9,3fe210,2483,30000,292557,12,9259909733,N,e62e,f114ce,6d4db3,5ec172e178,eca2,0,1,edce,c4e8,Series 2,9716535,,9dc9f7,c4e8,300000,Y,0,0,efc5,0,1b,Married,,INDIA,a9,a9,9c,EXCECUTIVE HEAD,,Post Graduate/Professional,N,ENGLISH,1200000,N,Service,Individual
4844,No,3/2/21,9387183a7c,1a7549fa56,ea2314,58,,799554,15,846745792b,N,f3e3,b78361,4d12d3,6b21c88621,f7b0,0,1,edce,2ed4,Series 3,5,d4cd,79a06f,803,770000,N,0,0,56ca,0,1f,Married,PG / Professional,INDIA,a9,a9,aa,PROPERIETOR,,Post Graduate,N,ENGLISH,720000,N,Business,Yearly
4845,No,3/2/21,0b9b870daa,418cc63359,b94056,2483,31779.3,729794,12,fd5ce849dd,N,e62e,b78361,f7bc46,099594a4cd,f7b0,0,1,edce,803,Series 3,5066514,d4cd,79a06f,803,200000,N,0,0,5876,0,1b,Married,Intermediate (10+2),INDIA,a9,a9,9c,HOUSEWIFE,,HSC,N,HINDI,360000,N,Housewife,Yearly
4846,No,2/2/21,7957dea62c,961c2bf816,5de9d9,58,4575.46,722559,15,fb30604b54,N,e62e,b78361,23c759,a89200c730,f7b0,0,1,edce,2ed4,Series 3,5003891,d4cd,aebe24,5743,2500000,N,0,0,b7e7,0,12,Married,Graduate,INDIA,a9,a9,aa,TEACHER,,Graduate,N,HINDI,540000,N,Service,Yearly
4847,No,3/2/21,27f4cc0fc9,215d310fdc,701784,58,102250,750999,15,930ca82e4c,N,e62e,b78361,10fb2b,6f86e0bb3a,f7b0,0,1,a48c,2ed4,Series 3,5105356,d4cd,8a5830,803,770000,N,0,0,56ca,0,c7,Married,Graduate,INDIA,a9,a9,9c,CASH COLLECTION EXECUTIVE,,Graduate,N,HINDI,480000,N,Service,Yearly
4848,No,2/2/21,7a375ff1b8,531513053e,a82c28,58,99900,253559,12,6440e2bbbd,N,e62e,f114ce,e40683,c0c4773f8a,eca2,0,1,a48c,c4e8,Series 2,9571156,d4cd,9dc9f7,c4e8,999000,N,0,0,efc5,0,1b,Married,Graduate,INDIA,a9,a9,9c,HOUSEWIFE,,Graduate,N,HINDI,960000,N,Housewife,Yearly
4849,No,2/2/21,be8a82d1d3,f967f22a6f,e0bafb,58,25194.4,768921,10,35da3dc76d,N,e62e,b78361,46a179,caf69104f8,f7b0,0,0,edce,2ed4,Series 2,5376493,d4cd,8a5830,5743,1600000,N,0,0,81db,0,1f,Married,Graduate,INDIA,a9,a9,aa,CONSTABLE,,Graduate,N,ENGLISH,360000,N,Service,Yearly
4850,No,3/2/21,5844a64d27,5025a6cdd4,4ca870,58,20001.12,835431,10,1ce85b64f2,N,e62e,aedf2f,70dd80,eef53d5abb,c586,0,0,a48c,2ed4,Series 2,9778607,d4cd,ac716a,5743,1550000,N,0,0,81db,0,1f,Married,Graduate,INDIA,a9,a9,aa,CONSTABLE,,Graduate,N,HINDI,240000,N,Service,Yearly
4851,No,2/2/21,b163b5f18d,38623110f7,debb51,2483,7836.96,801991,21,03964a5a05,N,331f,acb844,7e495a,e1399b9e07,c586,0,0,a48c,2ed4,Series 3,5286116,124d,c0d45f,66c3,14444.44,N,0,0,f6f8,0,c7,Married,Graduate,INDIA,a9,a9,aa,ADVISOR MARKETING SR,,Graduate,N,HINDI,240000,N,Service,Quarterly
4852,No,8/2/21,e647954367,621011847f,4cea30,2483,150000,262721,10,d646d9aa6c,N,e62e,766048,19d7de,298683a503,047e,0,1,edce,c4e8,Plan Gold Cover - Series 3,5892238,d4cd,dda782,c4e8,1500000,N,,0,2a44,0,1f,Married,Graduate,INDIA,a9,a9,aa,DEFENCE RETIRED,2,Graduate,N,GUJARATI,600000,N,Defense Retired,Yearly
